date,month,bank,rating,cleaned_review,sentiment_score,sentiment
2019-12-28,2019-12,HDFC Bank,5.0,in hdfc bank they are providing so many benefits regarding the salary account like personal loan two wheeler loan their net banking facility is so fast when i compared to other bank mobile app also working fine they are not deducting any kind of hidden charges and they are not giving any offers for debit cards for past years i have been using this account,0.4665,Positive
2019-12-28,2019-12,review,5.0,i am not doing all my transactions through bank of india its been years with this savings account there is no requirement for minimum balance also hold a visa debit card and there is no annual charges this is a domestic debit card which i can use only in india,-0.6705,Negative
2019-12-28,2019-12,SBI,2.0,i am holding a saving account with sbi for more than years need to maintain a minimum balance of k there is some hidden charges which is high when compare to other bank i am yet to use their mobile app i use to get an alert message on time whenever i do a transaction atm charges are applicable if i do a transaction more than times in a month,-0.25,Negative
2019-12-28,2019-12,Axis Bank,5.0,axis bank is doing a good service i have been holding a saving account for years first my branch was at veppery there i need to maintain a minimum balance of k which was high due to this reason i have changed my branch to nearby place with a minimum balance of rupees which am okay their net banking is user friendly to access there is some consolidated charges plus gst,0.7096,Positive
2019-12-27,2019-12,review,3.0,i have opened the savings account from state bank of mysore on years ago when i was transferring the money to other account its not getting transferred to the concern person hence net banking got locked bank people were responded very nicely its because of the non usage the account got automatically blocked,0.2716,Positive
2019-12-27,2019-12,review,5.0,i am holding a salary account with andhra bank for past years need to maintain a minimum balance of k there is no hidden charges in this account i am using net banking and mobile app both are user friendly to access there is atm charges are applicable if i do transactions more than times in a month,-0.296,Negative
2019-12-27,2019-12,review,5.0,i am holding a saving account with union bank of india it is a minimum balance to maintain of rupees there is no any charges are applicable i am using mobile app and net banking both are user friendly to access atm charges are applicable of rupees if i use more than times in a month,-0.296,Negative
2019-12-27,2019-12,Kotak,4.0,my friend has suggested me to open a savings account from kotak mahindra bank i need to maintain a minimum balance of rs i went to the bank to open this account and they have provided me a debit card immediately bank account is safe and secure,0.8176,Positive
2019-12-27,2019-12,SBI,4.0,i am holding salary account with sbi more than years it is a zero balance account i never had any hidden charges i use to get alert message on time from this bank regarding transaction mobile app and net banking both are user friendly to access atm charges are applicable,0.296,Positive
2019-12-27,2019-12,SBI,4.0,opened my savings account from state bank of india and i have been using this account for more than years they have more number of atms available all over the city and its a good nationalized bank so that i have chosen this bank its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines,0.7501,Positive
2019-12-27,2019-12,HDFC Bank,4.0,its been more than years since i hold the salary account from hdfc they are not deducting any kind of hidden charges there is no additional charges for imps and rtgs charges but they will charge according mentioned on their website the website is easy to access its a zero balance account to use i usually dont call the customer care people,0.7096,Positive
2019-12-27,2019-12,Axis Bank,5.0,i am holding a salary account with axis bank more than years no need to maintain a minimum balance amount i have not received any alert message yet whenever i do a transaction their service is good each and every transaction is safe and secured,0.6308,Positive
2019-12-27,2019-12,review,4.0,i am using karur vysya savings account for the past yearstheir net banking service as well as mobile banking services are very much comfortable and it is used for money transfer onlythere was no difficulties faced so far on using this account this service was quite average according to me and it is a zero balance account,0.3134,Positive
2019-12-27,2019-12,Kotak,3.0,i am using savings account with kotak which have opened before month and their branch is available near to my home hence i have chosen this bank i am not using online service mobile application in this bank it is a zero balance account which am happy,0.5719,Positive
2019-12-27,2019-12,HDFC Bank,5.0,i am holding salary account with hdfc bank for more than years it is a zero balance account with no hidden charges i use to get alert message on time whenever i do a transaction atm is near but branches are far of km away from my place atm charges are applicable if i do a transaction more than times in a month i use to get offers messages from bank,-0.4939,Negative
2019-12-27,2019-12,HDFC Bank,5.0,hdfc banking service is excellent its a zero balance account i have used the savings account for more than years when i moved to different city i closed this account their user interface is very nice the bank transaction and online banking everything was smooth they are treating the customer very nicely when i am going to the branch they are giving a proper information,0.9079,Positive
2019-12-27,2019-12,review,3.0,in karnataka bank the service is good because whenever im calling the manager he used to give a proper information if they didnt pick the call also they will give call back to the customer sometimes i face a issue while transferring the money like server issue the branch is very near to my home if i got any problem i directly go to the branch,0.4019,Positive
2019-12-26,2019-12,Axis Bank,5.0,i have axis bank saving account for the past to years i am using net banking service as well as mobile banking service both are used for money transfer and also to track the transaction details if contact customer service for any query will get quick response and i am comfortable with banking service,0.6597,Positive
2019-12-26,2019-12,SBI,5.0,i need to get the token for investing the money in sbi and the staffs are very low in working if i deposit the money through their machine they are charging rs for every deposit even though its a central government based bank they need to improve the services in the branch the staffs are arrogant due to this im not visiting the branch nowadays i asked them to opened the zero balance account but they asked me to maintain rs from this account,-0.2135,Negative
2019-12-26,2019-12,Kotak,5.0,i opened my savings account from kotak mahindra bank earlier i faced lots of problem to get the atm card they said i can use the virtual debit card facility for providing the physical debit card they have asked me some service charges like rs they have given me a offer like if i open the account and hold the balance of rs they will provide the credit card,0.4215,Positive
2019-12-26,2019-12,HDFC Bank,5.0,hdfc service is good and the branch is located nearby and if i visited the branch for any kind of issue they will rectify immediately the process is very fast they are not taking any charges for any deposits i opened the account in the year of but i was doing transaction from the year of it was a zero balance account,0.3307,Positive
2019-12-26,2019-12,SBI,5.0,i have state bank of india salary account for the past years there are message alert for each transaction service is very good and not yet contacted customer service so farbanking service is also good and there was no difficulties faced so far i am satisfied with the overall service,0.8047,Positive
2019-12-26,2019-12,SBI,4.0,from the time sbi was offering a zero balance account so i have opened this account there is no need of maintaining any minimum balance i never faced any problem from this bank i have visited their branch in my home town and the response also good but the waiting time is high which can be improved,0.7294,Positive
2019-12-24,2019-12,HDFC Bank,4.5,i have hdfc saving account for the past years i am using net banking service as well as mobile banking service both are used for money transfer and user friendly customer service is also very good and if need to track any transaction can be taken though online this is a salary comes salary savings account no need to maintain minimum balance,0.7425,Positive
2019-12-24,2019-12,SBI,4.0,sbi is charging for card maintenance and sms i dont get any benefits from sbi and it is not a zero balance am maintaining rs k in branch employees are responding very good last time i went to their branch to apply the debit card manually which can be done online in case of ppf and savings only i use to call customer service,0.2521,Positive
2019-12-24,2019-12,review,3.0,i am holding a savings account with karur vysya bank for more than years there is no hidden charges in this bank need to maintain a minimum balance of k i am using mobile app and net banking both are user friendly to access atms and branches are bit far away from my place,-0.0258,Neutral
2019-12-24,2019-12,SBI,2.0,i am having a saving account with sbi for more than years this was my first account so i agreed to maintain a minimum balance of k but now it is complicated because if i not maintain the amount on monthly basis charges are applicable and it is high there is no any hidden charges,-0.7375,Negative
2019-12-24,2019-12,review,5.0,i am holding a saving account with indian overseas bank for more than years there is no hidden charges it is a minimum balance account to maintain of rupees i am using mobile app and net banking both are user friendly to access it is useful for money transfer and secure for each transaction,0.6369,Positive
2019-12-24,2019-12,review,5.0,for the past years i am holding a saving account with city union bank their service is good it is a zero balance account mobile app and net banking services are good atm charges are applicable if i done a transaction more than times in a month,0.5719,Positive
2019-12-24,2019-12,SBI,3.0,i dont get any benefits from sbi but this is a zero balance maintenance account in branch no employees are not responding properly last time i went to their branch to apply the debit card manually even though less number of customers in the bank they took hours to provide the debit card whenever i call the call centre people not giving prompt response,-0.7127,Negative
2019-12-24,2019-12,Kotak,5.0,kotak mahindra bank service is good and the bank was located near to my native place so that i have chosen them and i already recommend this bank to some of my friends i need to maintain a minimum balance of rs but they are not taken any hidden charges as of now i went to the branch directly to open the account and they have completed the process very fast,0.2732,Positive
2019-12-24,2019-12,review,5.0,last year i have my salary account from digi and its a basic account hence i dont get any benefits from this account there is no minimum balance required internet banking facility is really good branch response was good but only one branch is available in the entire city,0.2502,Positive
2019-12-24,2019-12,IDBI,3.5,i am holding a joint savings account with idbi bank i have been using more than years it is a zero balance account there are some charges applicable of monthly rupees if i do a transaction of to k only i get alert message from bank end,0.0258,Neutral
2019-12-24,2019-12,HDFC Bank,5.0,i am holding a salary account with hdfc bank for more than months there is no hidden charges in this bank and no need to maintain a minimum balance account i am not using mobile app yet i use to get an alert messages from bank whenever i do a transactions their service is good,-0.1027,Negative
2019-12-23,2019-12,HDFC Bank,5.0,i have hdfc bank saving account for more than years onlyi am using net banking service as well as mobile banking service both are used for money transfer and credit card bill payment according to me both the service was quite user friendly each transaction will be safe and secure always,0.9096,Positive
2019-12-23,2019-12,SBI,5.0,i have sbi salary account for the past years i am using net banking service as well as mobile banking service it s mostly for money transfer shopping as well as rechargecustomer service is also good if contact for any assitance each and every transaction is safe and secure,0.886,Positive
2019-12-23,2019-12,HDFC Bank,5.0,earlier i had a salary account with hdfc once i left the company it has converted into savings account hence i need to hold a minimum amount of rs i never visited their branch so far i could find the atms in all the locations overall im happy about the services,0.5719,Positive
2019-12-23,2019-12,review,5.0,my current salary account is in standard chartered bank and im using this account for past year there is no need of maintaining any minimum balance its good to use the mobile app and net banking there is no branch available in my location and overall only one branch is there in my city which is difficult,-0.4588,Negative
2019-12-23,2019-12,HDFC Bank,5.0,i have hdfc bank saving account for the past years i am using net banking service as well as mobile banking service both are used for money transfer and also for recharge customer service is also very good and if need to track any transaction can be taken though online,0.6478,Positive
2019-12-23,2019-12,Kotak,5.0,recently i have opened the savings account from kotak mahindra bank the follow up was good and its a zero balance account they said i can give a call once i receive a alert message from them regarding the new account they are giving proper intimation to the customer they are handling all the customers very well,0.8357,Positive
2019-12-23,2019-12,SBI,5.0,i have sbi salary account which i am using for the past years i am using net banking service as well as mobile banking service its good for money transfer credit card bill payment and recharge through the app and am much comfortable i can track all the transaction through online whenever required,0.872,Positive
2019-12-23,2019-12,SBI,5.0,i have sbi saving account for more than years customer service is also good and if contact for any query will be getting quick response i am using net banking service as well as mobile banking service both are very user friendly i am satisfied with the the overall service so far,0.8828,Positive
2019-12-23,2019-12,SBI,5.0,i have state bank of india saving account for the past years there was no fraudulent transaction faced so far each transaction is safe and secured in sbi this account is very useful and as i can track the transaction through message alert,0.6801,Positive
2019-12-23,2019-12,Kotak,4.0,i am holding savings account with kotak bank for more than years i am using net banking and it is user friendly to access this is a zero balance account i no need to maintain minimum balance i am not getting any alert messages because my mobile has stolen customer service is average and interest charges is very much higher compare with other bank and also they charging rs as a card charges after i complaint they reimbursed,-0.6692,Negative
2019-12-23,2019-12,SBI,4.0,i have opened savings account from sbi and their service is nice i have been using for past years need to maintain a minimum balance of rs they are not taking any kind of hidden charges their online banking facility is really nice overall im quite satisfied,0.7645,Positive
2019-12-22,2019-12,SBI,3.0,i have sbi saving account for past years i use to get alert message for every usage each and every transaction will be safe and secured there was no difficulties faced so far banking service is very average and so far not undergone any difficulties on using this account,0.296,Positive
2019-12-22,2019-12,Axis Bank,3.0,i am holding salary account with axis bank for more than years there are many charges are applicable for this account like atm and consolidated charge it is zero balance account i use to get alert message on time but when the amount credited i wont get any message from bank i have not contact their service yet,0.6187,Positive
2019-12-22,2019-12,Kotak,4.0,i have kotak mahindra bank saving account which i am using for almost month onlyi am using net banking service as well as mobile banking service both are used for money transferrecharge and for credit card bill payment both the service was very much comfortable i am not visiting bank for any query since service was good,0.8801,Positive
2019-12-22,2019-12,review,5.0,i have bank of india saving account which i am using for more than yearsi am using net banking service as well as mobile banking service both are used for money transferrecharge and for credit card bill payment both the service was user friendly and comfortable i am not visiting bank can track all details thorough online itself,0.8807,Positive
2019-12-22,2019-12,SBI,4.0,i am holding a saving account with sbi for past years but i am not using much often this account need to maintain a minimum balance amount of thousands rupees and there is no hidden charges i am not getting much offers from this bank i am using only net banking and is good to use,-0.1531,Negative
2019-12-22,2019-12,Axis Bank,5.0,i am holding savings account with axis bank for more than years i am using net banking and it is user friendly to access i use to get offers message from bank end need to maintain a minimum balance of k if not charges are applicable which was high in this bank i use to get alert message on time,0.7363,Positive
2019-12-22,2019-12,IDBI,5.0,i am holding salary account with idbi bank for more than years need to maintain a minimum balance of k not taking any charge for not maintain a balance amount one time i faced a problem when i try to do transaction amount was debited but not been disbursed so raised a complaint to their service within days amount got refunded atm charges are applicable crossed more than times in a month,-0.7729,Negative
2019-12-22,2019-12,SBI,5.0,i have sbi saving account for more than years customer service is also good and if contact for any query will be getting quick response i am using net banking service as well as mobile banking service both are very user friendly i am satisfied with the the overall service so far,0.8828,Positive
2019-12-22,2019-12,review,4.0,i am using bank of india saving account for the past to yearsi will be getting only message alert for each and every transaction there was no drawbacks faced by using this account all transactions will be safe and secured if contact customer service for any query will get proper response,0.6808,Positive
2019-12-22,2019-12,SBI,1.0,i am having sbi saving account for the past years customer service and banking service both are average i am not getting proper response if contact to the customer service i am not comfortable with the overall banking service from their end,-0.4023,Negative
2019-12-21,2019-12,review,5.0,i have bank of maharashtra salary account from the year of this account i am having for past years i am using net banking service as well as mobile banking service both are very good i am using this service for money transfer customer service was good and there was no difficulties faced so far,0.6232,Positive
2019-12-21,2019-12,HDFC Bank,5.0,i have hdfc bank salary account which i am using for the past years i am using net banking service as well as mobile banking service it is used for credit card bill payment and money transfer i have not faced any issues so far on using this account there was no fraudulent transaction happened so far,-0.1779,Negative
2019-12-21,2019-12,HDFC Bank,5.0,i have opened my salary account from hdfc bank and i am holding this account for last years its a zero balance account there is no extra charges for the fund transfer facility they are not giving any good offers for debit card i visited uppal and hytex city branch service was good,-0.8461,Negative
2019-12-21,2019-12,Canara Bank,4.0,i have been using the savings account from canara bank for more than years at earlier i have used online banking and mobile app facility both are very good i have visited their branch for dropping the money or general inquiry and the response was fine minimum balance i am maintaining rs so there is a no card charges,0.1102,Positive
2019-12-21,2019-12,Kotak,5.0,i am holding salary account with kotak bank for more than years i am not getting any issue for account transfer and mobile banking this bank is always best no need to maintain a minimum balance on this account atm charges are rs yearly if i exceed more than transactions then charges are apply,-0.0516,Negative
2019-12-21,2019-12,Kotak,4.0,its been more than year i am having a salary account from kotak bank its a zero balance account because salary comes savings its clear to use the internet banking and mobile app there is no additional charges for other bank atm withdrawals when i visited the branch the service was good this is a domestic card,0.296,Positive
2019-12-21,2019-12,HDFC Bank,5.0,i have opened the savings account with hdfc bank this is a salary cums savings account the executive came to my office to open this account there is no additional charges in this bank i use the internet banking facility this is a domestic card there is a no charges,-0.765,Negative
2019-12-20,2019-12,review,5.0,i opened salary account from oriental bank of commerce since my company is maintaining the account with them i need to hold the minimum balance of rs mobile app facility is good in the branch response was prompt i could find the atms and branches in all the places my debit card transactions are smooth,0.4404,Positive
2019-12-20,2019-12,review,4.0,almost years ago opened my savings account from corporation because its near to my home i have not faced any troubles till now they are giving the notification regarding the transaction through mail and mobile sms they have deducted debit card charges yearly once and the amount was nominal they have provided me a debit card immediately once i opened the account,0.4176,Positive
2019-12-20,2019-12,review,3.5,vijaya bank account service is okay because i am not made that much transactions i do use this account for a pension purpose i am holding the minimum balance of rs the mobile app facility is okay and i have not experienced of the internet banking i visited their branch to open this account and the response was okay the staffs are very helpful,0.7778,Positive
2019-12-20,2019-12,Axis Bank,4.0,i have chosen the savings account from axis bank on years before because my friend was working in this bank hence my previous employer salary account was automatically converted into savings account i am maintaining the minimum balance of rs i had no hassles in using this account,0.25,Positive
2019-12-20,2019-12,Kotak,4.0,i am using my salary account from kotak mahindra bank their app is okay because i can find all options their sales executive came to my office to open this account its a zero balance account and i never gone to their branch so far there is no extra charges for other atm withdrawals,-0.34,Negative
2019-12-20,2019-12,HDFC Bank,5.0,i have hdfc bank salary account which i am using for the past years onlyi am using net banking service as well as mobile banking service both are very user friendly this service is used for neft credit card bill payment and for money transfer customer service s also good and satisfied,0.9166,Positive
2019-12-20,2019-12,review,5.0,i have union bank of india salary account for the past years each transaction details will be shared though message alert onlyno need to maintain any minimum balance amount on this account since salary account can be accessed zero balancecustomer service is pretty good and getting proper response,0.8658,Positive
2019-12-20,2019-12,review,4.5,from dbs bank i have opened my savings account because the bank was suggested by my colleagues its easy to do the fund transfer through their internet banking its a zero balance account there is no additional cost for imps and neft transactions they are maintaining the rules in a disciplinary way,0.1779,Positive
2019-12-20,2019-12,SBI,4.0,opened my savings account from state bank of india and i hold this account for more than years ago i faced lots of issues and everything got resolved by bank as per the rbi rules i need to maintain a minimum balance of rs i had no issue with the internet banking and mobile app facility,-0.128,Negative
2019-12-20,2019-12,review,4.0,i hold the salary account with indian bank more than year interest rate is calculated quarterly interest is too low mobile application is user friendly if server issue happen it takes at least one day to get rectified atms are very sufficient and funds are available always,0.8238,Positive
2019-12-20,2019-12,review,5.0,from my company they have provided me a salary account from indian bank i have been using the net banking facility which is good the card facilities are good but they are not providing any offers its a zero balance account there was enough number of staffs are available to provide me a proper support whenever i visit the branch,0.7845,Positive
2019-12-20,2019-12,SBI,5.0,i have a saving account with sbi for more than years it is a student account minimum balance want to maintain is rs there are standard charges applied in debit card the atm are very sufficient i am using net banking which is so easy for transaction,0.4481,Positive
2019-12-20,2019-12,SBI,5.0,there was a reason for choosing the sbi bank because its undertaken by government its a zero balance account debit card usage is good and i dont find any hassles in sbi i hold a salary account for more than years they are not taking any hidden charges if i use the more than transaction from other bank atm it will be chargeable,0.2023,Positive
2019-12-20,2019-12,review,1.0,my previous employer was providing me salary account from standard chartered bank even though i have salary account they were not ready to provide the credit card once i applied also it got rejected twice when i asked the customer care they were not helpful they have a very protocol because when someone was trying to purchase by using the card by doing some hacks and immediately i received a call standard chartered bank and they asked me to reapply the card,-0.2363,Negative
2019-12-20,2019-12,Kotak,5.0,i havent used kotak mahindra bank salary account much since i hold the account just for one month i have introduced to new bank by employer since i have changed the job its a zero balance account the executive came to my office to collect all the details i do use the internet banking and mobile app facility account opening takes a lots of time because they have a strict security protocol,0.34,Positive
2019-12-19,2019-12,SBI,4.0,state bank of india debit card facility is too good i opened this account for almost years before because in my native only sbi branch was available very useful options for using the debit card in pos machine customer care facilities are also prompt in service and the staffs are very friendly,0.915,Positive
2019-12-19,2019-12,Kotak,4.0,since its a zero balance account from kotak mahindra bank hence no need of maintaining a minimum balance account so that i have opened the savings account through their website after that the executive visited my place to collect the documents i never done any single transaction from this account so far after week they have sent a cheque book and debit card to my residential address,-0.296,Negative
2019-12-19,2019-12,review,4.0,i have a salary account with karnataka bank they have not offered me any complimentary gift its a zero balance account i have not tried to use their net banking facility but mobile app is easy to use they are charging rs for other bank atm withdrawals they are not providing any kind of offer for debit card i have not approached their customer care till now,0.9011,Positive
2019-12-19,2019-12,SBI,5.0,i need to stand in the long queue in the sbi branch chosen my savings account from sbi because the bank is located near to my home in the beginning it was a zero balance account now they have changed that i need to maintain a minimum balance of rs i dont use the net banking facility of sbi staff response was average,0.0,Neutral
2019-12-19,2019-12,HDFC Bank,5.0,i am maintaining my salary account with hdfc and i use their services for past years there is no need of visiting the branch in hdfc since all the services are available in online they are not deducting any kind of charges i do not use much of the net banking facility already im suggesting this account to my friends as well,0.1548,Positive
2019-12-19,2019-12,review,5.0,i have been using the city union bank salary account for last years i need to maintain a minimum balance of rs its really good to use their online banking facility i never visited the website they are not taking any kind of hidden charges response in the branch was really good,0.647,Positive
2019-12-19,2019-12,review,5.0,i am holding the salary account with karnataka bank for the past years i am using debit card the annual charge is rs if i make more than transaction they wont charge in atm each transactions are free in other bank and same bank customer service was good,0.7351,Positive
2019-12-19,2019-12,Axis Bank,5.0,i have axis bank salary account for the past years i am using net banking and mobile banking service both are used for money transfer recharge and for credit card bill payment i have got the direct number of customer care i am comfortable with the service so far,0.8555,Positive
2019-12-19,2019-12,SBI,5.0,i have opened my savings account from state bank of india i am maintaining the account for almost years its a zero balance account i have not experienced their net banking facility and mobile app but overall im happy about the services,0.7227,Positive
2019-12-18,2019-12,review,5.0,i have opened the savings account from indian bank im not using this account much hence im holding only the required minimum balance amount in my native place i have opened this account i am not experienced of their internet banking and mobile app,0.0,Neutral
2019-12-18,2019-12,Axis Bank,5.0,axis bank is charging consulting charges for the withdrawal and deposit if i do more than times in a month that too i am able to use this option with in am to pm if i do any transaction post that they are charging a money of rs excluding gst charges the reason for holding an account with this bank im receiving axis cheque from my client which will be processed in hours earlier the minimum balance charge was rs and now they have increased upto rs,-0.25,Negative
2019-12-18,2019-12,Axis Bank,5.0,recently i have opened the salary account from axis bank the executive came to my office to open this account for the fund transfer there is no additional charges in axis bank they are charging rs for the sms notification charges which can be avoided since its a salary account its easy to use the internet banking facility,-0.5994,Negative
2019-12-18,2019-12,HDFC Bank,4.0,i am holding the salary account with hdfc bank for past years i am using debit card the annual charge is rs if i make more than imps transactionthey charge around rs in atm each transactions are free in other and same bank atm further they will charge around rs,0.5106,Positive
2019-12-17,2019-12,Axis Bank,5.0,i am using axis bank savings account for last years they are not taking any kind of hidden charges i need to maintain a minimum balance of rs actually my friend suggested me that bank is good compared to other private banks the employee will understand each and every need of the customer in the branch net banking facility is really good,0.7845,Positive
2019-12-17,2019-12,SBI,5.0,i have state bank of india saving account for the past years i am using net banking service and mobile banking service for shopping and money transfer customer service is also good and not faced any fraudulent transaction so fareach and every transaction is safe and secure,0.8698,Positive
2019-12-17,2019-12,HDFC Bank,5.0,its been more than years since i am having a salary account from hdfc its a zero balance account its clear to use the internet banking and mobile app there is no additional charges for other bank atm withdrawals when i visited the branch the service was good,0.296,Positive
2019-12-17,2019-12,HDFC Bank,4.0,i am using hdfc bank salary account for the past years i am using net banking service it is used for credit card bill payment customer service is also good and there was no difficulties faced and banking service is much comfortable there was no fraudulent transaction happened so far,-0.0,Neutral
2019-12-17,2019-12,Axis Bank,5.0,opened the salary account years back with axis bank the service has been really good i need to maintain a minimum balance of rs there is an additional charges for transferring the money via imps and rtgs account they are deducting the money if i withdraw the money from other atms,0.2716,Positive
2019-12-17,2019-12,Kotak,5.0,years back i have opened the savings account from kotak mahindra bank because i have a demat account with them i need to maintain a minimum balance of rs im using their net banking facility and the options are easily understandable they dont deduct any charges even if i withdraw the money from other bank atms,0.4963,Positive
2019-12-17,2019-12,HDFC Bank,4.0,opened my savings account from hdfc and i have chosen this bank before years since its a private and the service will be good i need to maintain a minimum balance of rs they are not taking any kind of hidden charges branch service is good and the staffs are very kind and cooperative i can withdraw upto rs lakh on a daily basis,0.5719,Positive
2019-12-17,2019-12,review,5.0,i have vijaya bank saving account for the past years i am using mobile bankig service it is used for money transfer and this is very much user friendly customer service is also good and getting good response each and every transaction will be safe and secure i am satisfied with the overall banking service,0.9465,Positive
2019-12-17,2019-12,HDFC Bank,4.0,holding hdfc salary account for last years but i didnt faced any single issue i have visited their branch once and the staffs are very helpful its very good to access the online banking facility its a zero balance salary account there is no requirement of contacting the customer care if i have any i directly visit their branch i wont recommend this bank for savings account because minimum balance maintenance charges very high,0.7659,Positive
2019-12-17,2019-12,SBI,2.0,earlier i had a savings account from sbi and i do not like their services because whenever i go to their branch for any kind of services i need to wait for a long time even their staff response was very rude i havent interacted with the call center people over the phone,-0.6601,Negative
2019-12-17,2019-12,Axis Bank,5.0,axis bank service is excellent the employees are very fast in service and their customer care was educative they are always ready to provide the prompt response i use their net banking which is good i dont need to wait in a long queue whenever i visit their branch since its my salary account there is no minimum balance required they are not taking any hidden charges till now,0.8402,Positive
2019-12-17,2019-12,SBI,4.0,i am using state bank of india saving account for more than years i am using net banking service as well as mobile banking service both are very user friendly and it is used for any payments and also for transaction it is used every transaction will be safe and secure,0.8714,Positive
2019-12-16,2019-12,HDFC Bank,5.0,for more than years im holding the salary account from hdfc its a hassle free account to use its a zero balance account customer care service is good the website is easy to access and i can do the transactions without any hassle they are not deducting any kind of additional charges for neft and imps transactions,0.8807,Positive
2019-12-16,2019-12,Kotak,5.0,i have kotak mahindra bank salary account which i am using recently and their net banking service mobile banking service very much comfortable to access mostly am using this service for money transfer and overall banking service is fine,0.6573,Positive
2019-12-16,2019-12,review,4.0,i am using karur vysya bank salary account for the past years i am using net banking service as well as mobile banking service both are very much comfortable and it is used for money transfer onlythere was no difficulties faced so far on using this account this service was quite average according to me,0.3134,Positive
2019-12-16,2019-12,Axis Bank,4.0,holding my salary account from axis bank and i use it for last years its a zero balance account i am experienced of their net banking facility and mobile app and its good i have visited their branch years back and they provided me a prompt response there is no hidden charges deducted so far,-0.1027,Negative
2019-12-16,2019-12,IDBI,5.0,i have idbi saving account for the past years i am using net banking service as well as mobile banking service both are very much user friendly and it is used mostly for money transfer recharge and for emi payments onlyam satisfied with the overall banking service,0.8107,Positive
2019-12-16,2019-12,review,5.0,opened my savings account years ago and i have chosen karnataka bank because the branch was near to my home hence i can access easily their response is getting delayed all the time by their customer care if i called them regarding any issues i have requested them to active the internet banking facility but they have not done the same,0.4939,Positive
2019-12-15,2019-12,IndusInd Bank,5.0,i am using indusind salary account for last years it is a zero balance account i can select my required denomination is indusind bank atm which is very useful five transactions are free in other bank atm and can do n number of transaction in existing bank atm notification are send on time and the mobile application is very simple and user friendly,0.8748,Positive
2019-12-14,2019-12,Axis Bank,4.0,using my savings account from axis bank i started using this account from the year of i have to maintain a minimum balance of rs their internet banking facility and mobile app is easy to use they are not taking any kind of hidden charges i have visited their branch regarding some issue and the same has been rectified,0.2023,Positive
2019-12-14,2019-12,HDFC Bank,5.0,i am holding a saving account with hdfc bank for more than years there is no hidden charges in this bank it is a minimum balance account to maintain of k i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions acb charges are applicable if i not maintain a minimum amount in account on monthly basis charge of rupees,0.0,Neutral
2019-12-14,2019-12,Canara Bank,5.0,im not using canara bank savings account much without any special reason i have chosen this bank i went to their branch to open this account and the staffs are very helpful i need to maintain a minimum balance of rs im not using the net banking facility and mobile app they are deducting the annual maintenance charges and other atm withdrawal charges,-0.3105,Negative
2019-12-14,2019-12,review,4.5,i am holding saving account with bank of india in this bank mobile app and net banking are not applicable need to maintain a minimum balance of rupees atm machine is not workingif i not maintain minimum balance charges are applicable of rupees,-0.2732,Negative
2019-12-14,2019-12,HDFC Bank,4.5,just months before i opened a salary account in hdfc bank there is no hidden charges in this bank it is a zero balance account i am not using mobile app atms and branches are near to reach them directly i use to get offers message for shopping and discount will be avail up to,-0.4939,Negative
2019-12-13,2019-12,Kotak,3.0,i was holding saving account kotak bank on years before there was no any hidden charges in this account but need to maintain a minimum balance of k was very high for me on that period of time it was a huge amount so due to this reason i have closed the account on years before,0.2023,Positive
2019-12-13,2019-12,review,1.0,karnataka bank service is not up to the mark the customer service is not giving proper response it is minimum balance account to maintain of rupees so due to this reason i have closed the account it was opened on years before for savings,-0.2584,Negative
2019-12-13,2019-12,Canara Bank,5.0,i am holding saving account with canara bank for more than years their service is good if i contact for any query they response would be prompt need to maintain a minimum balance of rupees if not charges are applicable of rupees mobile app and net banking both are user friendly to access,0.7854,Positive
2019-12-13,2019-12,Axis Bank,3.0,i have a savings account from axis bank i dont do much transaction from this bank because the process is not that much good i use this account for loan repayment purpose axis bank mobile app is not working properly because every time it makes a problem i tried to talk with axis bank customer care but they are not responding properly,-0.1162,Negative
2019-12-13,2019-12,review,5.0,south indian bank account was my savings account but now salary is credited to this bank my friend have suggested me about this bank i like the mobile app since i do all the transaction with that i opened the account years back i do not use the internet banking the branch experience was good compared to other bank the charges are cheaper,0.9186,Positive
2019-12-13,2019-12,review,4.0,i have opened a saving account in bank of baroda for my personal need i am holding for more than years it is minimum balance account to maintain of rupees sms charges are available i use to get alert message on delay of hour mobile app is good to use,0.1779,Positive
2019-12-13,2019-12,SBI,5.0,i am holding salary account with sbi for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access sms and alert charges are applicable in this account i use to get an alert messages from bank whenever i do a transaction atm charges are applicable if i do transaction more than times in a month,0.0258,Neutral
2019-12-13,2019-12,review,5.0,using my savings account from bank of baroda and i am having this for last years im not checked about the minimum balance i have not experienced of their internet banking and mobile app i have visited the isro layout branch and they are giving a good response because the staffs are very friendly,0.8313,Positive
2019-12-13,2019-12,HDFC Bank,3.0,i am using hdfc bank saving account for more than yearsi am using net banking service as well as mobile banking service it is mostly used for cheque transfer and also get the updates about the transaction details customer service is also good and getting proper response,0.6124,Positive
2019-12-13,2019-12,review,4.0,from the oriental bank im holding the account for past years i didnt face any issued till now its a zero balance maintenance account since its my salary account and the executive came to my office to open this account overall the process was good and easy,0.7003,Positive
